,ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Contribution_ID,Word_ID,BorrowedScore,AgeScore,SimplicityScore,Borrowed,Analyzability,Age,ContactSituation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source,x1,word,origin_type,source_language,original_word,source_language_short,symbol,word_form_source,n,y,color,source_language_lumped
144,7435,13,5-45,supper,,,13,13,72212320593673116,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1275 [13],French contact [13],c. 1275,,,,,,No information,,sup-NMLZ,,,,,,,,,,,Present in pre-contact environment,,,supper,immediate,Old French,super,Old French,,supper / super,47,4,#221F1D,Old French
167,7470,13,5-85,sugar,,,13,13,72212320230937895,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1299 [13],French contact [13],c. 1299,,,,,,Insertion,,,,,,,,,"The connection with words of similar shape and sense in Persian, Sanskrit and Greek is not fully established.  I have been unable to establish whether Aramaic/Syriac provides a link. The word apparently entered French from Latin, which received it from Greek.",,,,Present only since contact,,,sugar,immediate,Old French,zuchre,Old French,,sugar / zuchre,47,5,#221F1D,Old French
499,8296,13,19-55,stranger,,,13,13,72212320473223562,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,1375 [13],French contact [13],1375,,,,,,Coexistence,,strange + -ER (agentive),,,,,,,,,,,Present in pre-contact environment,,,stranger,immediate,Old French,estrangier,Old French,,stranger / estrangier,47,6,#221F1D,Old French
58,7125,13,3-42,stallion,,,13,13,72212320261801922,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1388 [13],French contact [13],1388,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,stallion,immediate,Old French,estalon,Old French,,stallion / estalon,47,7,#221F1D,Old French
620,7205,13,3-869,squirrel,,,13,13,7221232072043863,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1366 [13],French contact [13],before 1366,,,,,,Insertion,,,,,,,,,Greek to Late Latin to Old French,,,,Present only since contact,,,squirrel,immediate,Old French,esquirel,Old French,,squirrel / esquirel,47,8,#221F1D,Old French
510,8312,13,20-17,soldier,,,13,13,722123209223777,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1300 [13],French contact [13],before 1300,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,soldier,immediate,Old French,soldier,Old French,,soldier / soldier,47,9,#221F1D,Old French
394,8061,13,14-78,season,,,13,13,72212320332479703,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1340-1370 [13],French contact [13],c. 1340-1370,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,,season,immediate,Old French,seson,Old French,,season / seson,47,10,#221F1D,Old French
593,8446,13,23-55,screw,,,13,13,72212320671253103,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1404 [13],French contact [13],1404,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,screw,immediate,Old French,escroue,Old French,,screw / escroue,47,11,#221F1D,Old French
272,7691,13,9-24,scissors,,,13,13,72212320406151119,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1384 [13],French contact [13],c. 1384,,,,,,Coexistence,,scissor-PL,,,,,,,,,,,Present in pre-contact environment,,,scissors,immediate,Old French,cisoirs,Old French,,scissors / cisoirs,47,12,#221F1D,Old French
155,7452,13,5-63,sausage,,,13,13,72212320906349884,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1400 [13],French contact [13],c. 1400,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,,sausage,immediate,Old French,saussiche,Old French,,sausage / saussiche,47,13,#221F1D,Old French
141,7426,13,5-36,saucer,,,13,13,72212320537557670,0.0,1.0,0.5,5. no evidence for borrowing,analyzable derived,c. 1340 [13],French contact [13],c. 1340,,,,,This sense is first attested in 1702.,No information,,sauce-NMLZ,,,,,,,,,,,Present only since contact,,,saucer,immediate,Old French,saussier,Old French,,saucer / saussier,47,14,#221F1D,Old French
133,7414,13,5-23,roast,,,13,13,72212320421474280,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1297 [13],French contact [13],1297,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,,roast,immediate,Old French,rostir,Old French,,roast / rostir,47,15,#221F1D,Old French
523,8332,13,20-45,retreat,,,13,13,72212320652592126,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1422 [13],French contact [13],1422,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,retreat,immediate,Old French,retraire,Old French,,retreat / retraire,47,16,#221F1D,Old French
503,8303,13,19-62,quarrel,,,13,13,72212320598044621,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1374 [13],French contact [13],1374,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,quarrel,immediate,Old French,querele,Old French,,quarrel / querele,47,17,#221F1D,Old French
618,7203,13,3-865,quail,,,13,13,72212320190078401,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,14th century [13],French contact [13],14th century,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,quail,immediate,Old French,quaille,Old French,,quail / quaille,47,18,#221F1D,Old French
441,8186,13,17-26,pupil,,,13,13,72212320885136417,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1382 [13],French contact [13],1382,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,pupil,immediate,Old French,pupille,Old French,,pupil / pupille,47,19,#221F1D,Old French
525,8334,13,20-47,prisoner,,,13,13,72212320250883677,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,14th century [13],French contact [13],14th century,,,,,,Replacement,,PRISON (which see) = -ER,,,,,,,,,,,Present in pre-contact environment,,774.0,prisoner,immediate,Old French,prisonier,Old French,,prisoner / prisonier,47,20,#221F1D,Old French
154,7450,13,5-59,pestle,,,13,13,7221232075466430,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1350 [13],French contact [13],c. 1350,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,687.0,pestle,immediate,Old French,pestel,Old French,,pestle / pestel,47,21,#221F1D,Old French
445,8192,13,17-35,obscure,,,13,13,72212320554264863,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1475 [13],French contact [13],1475,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,628.0,obscure,immediate,Old French,oscur,Old French,,obscure / oscur,47,22,#221F1D,Old French
126,7385,13,4-88,medicine,,,13,13,72212320616793842,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1230 [13],French contact [13],c. 1230,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,567.0,medicine,immediate,Old French,medicine,Old French,,medicine / medicine,47,23,#221F1D,Old French
91,7249,13,4-207,jaw,,,13,13,72212320858629435,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1382 [13],French contact [13],c. 1382,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,497.0,jaw,immediate,Old French,joe,Old French,,jaw / joe,47,24,#221F1D,Old French
500,8299,13,19-57,host,,,13,13,72212320100583095,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1290 [13],French contact [13],c. 1290,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,468.0,host,immediate,Old French,hoste,Old French,,host / hoste,47,25,#221F1D,Old French
161,7460,13,5-76,grape,,,13,13,72212320853143881,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1290 [13],French contact [13],c. 1290,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,448.0,grape,immediate,Old French,grappe,Old French,,grape / grappe,47,26,#221F1D,Old French
246,7634,13,8-57,flower,,,13,13,72212320209248454,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1225 [13],French contact [13],before 1225,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,407.0,flower,immediate,Old French,flour,Old French,,flower / flour,47,27,#221F1D,Old French
36,7164,13,3-662,dolphin,,,13,13,72212320152316489,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,14th century [13],French contact [13],14th century,,,,,,Insertion,,,,,,,,,Looks as if derived from Greek word for ‘womb’ but Oxford English Dictionary says nothing on this matter.,,,,Present only since contact,,338.0,dolphin,immediate,Old French,delfin,Old French,,dolphin / delfin,47,28,#221F1D,Old French
649,7371,13,4-844,disease,,,13,13,72212320132318188,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1330 [13],French contact [13],c. 1330,,,,,,Coexistence,,NEG-ease ‘comfort’,,,,,,,,,,,Present in pre-contact environment,,329.0,disease,immediate,Old French,disease,Old French,,disease / disease,47,29,#221F1D,Old French
143,7434,13,5-44,dinner,,,13,13,72212320906389997,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,1297 [13],French contact [13],1297,,,,,,Replacement,,dine_NMLZ,,,,,,,,,,,Present in pre-contact environment,,325.0,dinner,immediate,Old French,disner,Old French,,dinner / disner,47,30,#221F1D,Old French
537,8355,13,21-22,defendant,,,13,13,72212320238230710,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1314 [13],French contact [13],c. 1314,,,,nominalizer of Frech origin,,Insertion,,defend-NMLZ  (nominaliser of French origin),,,,,,,,,,,Present only since contact,,310.0,defendant,immediate,Old French,deffendant,Old French,,defendant / deffendant,47,31,#221F1D,Old French
520,8329,13,20-42,defeat,,,13,13,72212320473441708,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1374 [13],French contact [13],c. 1374,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,305.0,defeat,immediate,Old French,defeit,Old French,,defeat / defeit,47,32,#221F1D,Old French
427,8153,13,16-68,deceit,,,13,13,72212320691674753,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,1275 [13],French contact [13],1275,,,,,,Coexistence,,deceive + ABSTRACT NOUN,,,,,,,,,,,Present in pre-contact environment,,303.0,deceit,immediate,Old French,deceite,Old French,,deceit / deceite,47,33,#221F1D,Old French
651,7849,13,11-29,damage,,,13,13,72212320562844069,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1292 [13],French contact [13],1292,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,295.0,damage,immediate,Old French,damage,Old French,,damage / damage,47,34,#221F1D,Old French
502,8302,13,19-61,custom,,,13,13,72212320930392203,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1200 [13],French contact [13],c. 1200,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,292.0,custom,immediate,Old French,custome,Old French,,custom / custome,47,35,#221F1D,Old French
532,8350,13,21-15,court,,,13,13,72212320625717287,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1175 [13],French contact [13],before 1175,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,268.0,court,immediate,Old French,court,Old French,,court / court,47,36,#221F1D,Old French
634,7150,13,3-597,cormorant,,,13,13,72212320516060365,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1320 [13],French contact [13],c. 1320,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,256.0,cormorant,immediate,Old French,cormoran,Old French,,cormorant / cormoran,47,37,#221F1D,Old French
401,8083,13,15-61,colour,,,13,13,72212320454078847,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1225 [13],French contact [13],c. 1225,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,240.0,colour,immediate,Old French,colour,Old French,,colour / colour,47,38,#221F1D,Old French
216,7573,13,7-43,chair,,,13,13,72212320278031027,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1300 [13],French contact [13],before 1300,,,,,,Replacement,,,,,,,,,Greek to Latin to French to English.,,,,Present in pre-contact environment,,186.0,chair,immediate,Old French,chaire,Old French,,chair / chaire,47,39,#221F1D,Old French
594,8448,13,23-56,bottle,,,13,13,72212320189539344,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1000 [13],French contact [13],c. 1000,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,110.0,bottle,immediate,Old French,botaille,Old French,,bottle / botaille,47,40,#221F1D,Old French
185,7515,13,6-52,boot,,,13,13,72212320274312263,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1325 [13],French contact [13],c. 1325,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,107.0,boot,immediate,Old French,bote,Old French,,boot / bote,47,41,#221F1D,Old French
402,8089,13,15-67,blue,,,13,13,72212320162234834,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1300 [13],French contact [13],1300,,,,,,No information,,,,,,,,,Possibly cognate with Latin flāvus ‘yellow’,,,,Present in pre-contact environment,,100.0,blue,immediate,Old French,blue,Old French,,blue / blue,47,42,#221F1D,Old French
41,7074,13,2-52,aunt,,,13,13,72212319135956535,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1297 [13],French contact [13],1297,,,,,,No information,,,,,,,,,,,,,Not present,,54.0,aunt,immediate,Old French,aunte,Old French,,aunt / aunte,47,43,#221F1D,Old French
529,8338,13,20-49,ambush,,,13,13,72212320194766820,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1330 [13],French contact [13],c. 1330,,,,,,No information,,,,,,,,,The stem -bosc- is of Germanic origin.,,,,Present in pre-contact environment,,24.0,ambush,immediate,Old French,embusche,Old French,,ambush / embusche,47,44,#221F1D,Old French
497,8292,13,19-47,allow,,,13,13,7221232030916223,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1315 [13],French contact [13],c. 1315,,,,,,Coexistence,,,,,,,,,The two Latin etyma blended completely in Old French.,,,,Present in pre-contact environment,,21.0,allow,immediate,Old French,alouer,Old French,,allow / alouer,47,45,#221F1D,Old French
547,8369,13,21-43,adultery,,,13,13,72212320647638149,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1366 [13],French contact [13],1366,,,,,,Replacement,,,,,,,,,"The English word, like the French, was ‘reclassicised’ on the model of the Latin etymon in early modern times.",,,,Present in pre-contact environment,,11.0,adultery,immediate,Old French,avouterie,Old French,,adultery / avouterie,47,46,#221F1D,Old French
541,8362,13,21-34,acquit,,,13,13,72212320393147283,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1230 [13],French contact [13],c. 1230,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,2.0,acquit,immediate,Old French,aquiter,Old French,,acquit / aquiter,47,47,#221F1D,Old French
183,7511,13,6-48,trousers,,,13,13,72212320840043792,0.75,0.9,0.5,2. probably borrowed,analyzable derived,1681 [13],Scottish Gaelic contact [13],1681,,,,,,Replacement,,trouser-PL,,,,,,,The etymology of this word is disputed in the Oxford English Dictionary,,,,Present in pre-contact environment,,,trousers,immediate,Gaelic (Scottish),triubhas,Gaelic (Scottish),,trousers / triubhas,24,1,#221F1D,Other
639,7151,13,3-598,toucan,,,13,13,7221232078914680,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1558 [13],French contact [13],1558,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,toucan,immediate,Tupí,tucana,Tupí,,toucan / tucana,24,2,#221F1D,Other
197,7533,13,6-79,tattoo,,,13,13,7221232056945517,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1769 [13],Tahitian contact [13],1769,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,tattoo,immediate,Tahitian,tātau,Tahitian,,tattoo / tātau,24,3,#221F1D,Other
632,7225,13,3-99,tapir,,,13,13,72212320156908891,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1568 [13],French contact [13],1568,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,tapir,immediate,Tupí,tapyra,Tupí,,tapir / tapyra,24,4,#221F1D,Other
265,7664,13,8-931,squash,,,13,13,72212320531567487,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1643 [13],Native East Coast North American contact [13],1643,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,squash,immediate,Narragansett,asquutasquash,Narragansett,,squash / asquutasquash,24,5,#221F1D,Other
635,7196,13,3-833,shrimp,,,13,13,72212320652848562,0.5,1.0,1.0,3. perhaps borrowed,unanalyzable,1327 [13],German contact [13],1327,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,,shrimp,immediate,Middle High German,schrimpen,Middle High German,,shrimp / schrimpen,24,6,#221F1D,Other
288,7738,13,9-771,rug,,,13,13,72212320381580328,0.75,0.9,0.75,2. probably borrowed,semi-analyzable,1558 [13],Norwegian contact [13],1558,,,,,,No information,,Possibly related to RAG,,,,,,,Possibly this is a word of Norse origin which is first recorded late in both English and Scandinavian languages,,,,Present in pre-contact environment,,,rug,immediate,Norwegian,rugga,Norwegian,,rug / rugga,24,7,#221F1D,Other
334,7858,13,11-51,rich,,,13,13,72212320621243966,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-Germanic [13],Celtic to Germanic [13],Proto-Germanic,,,,,,No information,,,,,,,,,,,,,Present only since contact,,,rich,immediate,Celtic,rīx,Celtic,,rich / rīx,24,8,#221F1D,Other
619,7204,13,3-866,raccoon,,,13,13,7221232052101367,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1609 [13],Native East Coast North American contact [13],1609,,,,,,Insertion,,,,,,,,,Spelling of Virginia Algonquian etymon is that reconstructed for the language by Blair A. Rudes for use in dialogue of the Terrence Malick film “The New World’ .,,,,Present only since contact,,,raccoon,immediate,Algonquian (Powhatan),árehkan,Algonquian (Powhatan),,raccoon / árehkan,24,9,#221F1D,Other
67,7153,13,3-614,rabbit,,,13,13,72212320581877434,0.5,1.0,1.0,3. perhaps borrowed,unanalyzable,1398 [13],dialectal French contact [13],1398,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,rabbit,immediate,French (Walloon),robett,French (Walloon),,rabbit / robett,24,10,#221F1D,Other
595,8450,13,23-57,plastic,,,13,13,72212320365594132,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1598 [13],Italian contact [13],1598,,,,In modern sense first used 1909.,,Insertion,,,,,,,,,Greek to Italian to English.,,,,Present only since contact,,718.0,plastic,immediate,Italian,plastica,Italian,,plastic / plastica,24,11,#221F1D,Other
644,7750,13,9-91,peg,,,13,13,72212320409460410,0.75,1.0,1.0,2. probably borrowed,unanalyzable,1440 [13],Dutch contact [13],1440,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,676.0,peg,immediate,Middle Dutch,pegge,Middle Dutch,,peg / pegge,24,12,#221F1D,Other
137,7420,13,5-28,pan,,,13,13,72212320588163896,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,Proto-West Germanic [13],Latin to West Germanic [13],Proto-West Germanic,,,,,,Insertion,,,,,,,,,The West Germanic source form derives intermediately from Latin patina,,,,Present only since contact,,659.0,pan,immediate,Vulgar Latin,panna,Vulgar Latin,,pan / panna,24,13,#221F1D,Other
650,7597,13,8-121,paddy,,,13,13,72212320946272365,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1623 [13],Malay contact [13],1623,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,649.0,paddy,immediate,Malay,padi,Malay,,paddy / padi,24,14,#221F1D,Other
68,7155,13,3-622,opossum,,,13,13,72212320159658229,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1610 [13],Native East Coast North American contact [13],1610,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,638.0,opossum,immediate,Algonquian (Powhatan),opassom,Algonquian (Powhatan),,opossum / opassom,24,15,#221F1D,Other
623,7209,13,3-872,moose,,,13,13,72212320754659222,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1614 [13],Native East Coast North American contact [13],1614,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,584.0,moose,immediate,Eastern Abenaki,mos,Eastern Abenaki,,moose / mos,24,16,#221F1D,Other
638,7211,13,3-88,kangaroo,,,13,13,72212320678226435,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1773 [13],Australian Aboriginal contact [13],1773,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,508.0,kangaroo,immediate,Guugu Yimidhirr,gaŋurru,Guugu Yimidhirr,,kangaroo / gaŋurru,24,17,#221F1D,Other
640,7213,13,3-9,jaguar,,,13,13,72212320360174630,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1604 [13],French contact [13],1604,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,496.0,jaguar,immediate,Tupí,jaguara,Tupí,,jaguar / jaguara,24,18,#221F1D,Other
352,7891,13,12-03,down,,,13,13,72212320266273646,0.75,1.0,1.0,2. probably borrowed,unanalyzable,before 1100 [13],Celtic to Germanic [13],before 1100,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,344.0,down,immediate,Celtic,dounon,Celtic,,down / dounon,24,19,#221F1D,Other
485,8275,13,19-23,clan,,,13,13,72212320937438371,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1425 [13],Scottish Gaelic contact [13],c. 1425,,,,,,Insertion,,,,,,,,,Note the Welsh word plant ‘children’. This word was borrowed from Latin to British Celtic to Gaelic.,,,,Present only since contact,,217.0,clan,immediate,Gaelic (Scottish),clann,Gaelic (Scottish),,clan / clann,24,20,#221F1D,Other
637,7747,13,9-87,boomerang,,,13,13,7221232032993231,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1789 [13],Australian Aboriginal contact [13],1789,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,106.0,boomerang,immediate,Dharuk,womurrang,Dharuk,,boomerang / womurrang,24,21,#221F1D,Other
66,7145,13,3-591,bat,,,13,13,72212320339025197,0.75,1.0,1.0,2. probably borrowed,unanalyzable,c. 1300 [13],Scandinavian contact [13],c. 1300,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,72.0,bat,immediate,Middle North Germanic,bakka,Middle North Germanic,,bat / bakka,24,22,#221F1D,Other
31,7049,13,2-28,baby,,,13,13,72212319490514138,0.25,1.0,1.0,4. very little evidence for borrowing,unanalyzable,c. 1230 [13],Welsh contact [13],c. 1230,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,58.0,baby,immediate,Welsh,baban,Welsh,,baby / baban,24,23,#221F1D,Other
62,7140,13,3-582,(sea)gull,,,13,13,72212320375392218,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1542 [13],Welsh contact [13],1542,Compound involving loan noun,,,This is regarded as a loanword because the second element is borrowed.,,No information,,SEA + GULL,,,,,,,,,,,Present in pre-contact environment,,,(sea)gull,immediate,Welsh,gwylan,Welsh,,(sea)gull / gwylan,24,24,#221F1D,Other
317,7814,13,10-75,wagon,,,13,13,7221232073346850,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1523 [13],Dutch contact [13],1523,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,wagon,immediate,Dutch,wagen,Dutch,,wagon / wagen,20,1,#221F1D,Dutch
343,7875,13,11-83,trade,,,13,13,72212320520291054,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1375 [13],Middle Low German contact [13],1375,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,trade,immediate,Dutch,trade,Dutch,,trade / trade,20,2,#221F1D,Dutch
615,8459,13,23-9,tea,,,13,13,72212320264205762,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1598 [13],Dutch contact [13],1598,,,,,,Insertion,,,,,,,,,"Laurent Sagart (p.c. to Anthony Grant, 30 April 2006) said that the Chinese word is of Tibeto-Burman origin with an original form such as zha. It may have reached English from Chinese via Dutch.",,,,Present only since contact,,,tea,immediate,Dutch,thee,Dutch,,tea / thee,20,3,#221F1D,Dutch
20,6995,13,1-38,swamp,,,13,13,72212319504884225,0.75,0.9,1.0,2. probably borrowed,unanalyzable,1624 [13],Dutch or Middle Low German contact [13],1624,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,swamp,immediate,Dutch,swampen,Dutch,,swamp / swampen,20,4,#221F1D,Dutch
274,7697,13,9-27,split,,,13,13,72212320880785557,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1590 [13],Dutch or Middle Low German contact [13],1590,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,,split,immediate,Dutch,splitten,Dutch,,split / splitten,20,5,#221F1D,Dutch
306,7779,13,10-42,slip,,,13,13,72212320974168953,0.75,0.9,1.0,2. probably borrowed,unanalyzable,1667 [13],Dutch contact [13],1667,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,,slip,immediate,Dutch,slippen,Dutch,,slip / slippen,20,6,#221F1D,Dutch
513,8316,13,20-23,sling,,,13,13,72212320635764630,0.75,1.0,1.0,2. probably borrowed,unanalyzable,before 1300 [13],Dutch or Middle Low German contact [13],before 1300,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,,sling,immediate,Dutch,slinge,Dutch,,sling / slinge,20,7,#221F1D,Dutch
625,7818,13,10-79,sledge,,,13,13,72212320188461078,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1300 [13],Dutch or Middle Low German contact [13],1300,,,,,,No information,,,,,,,,,,,,,No information,,,sledge,immediate,Dutch,slede,Dutch,,sledge / slede,20,8,#221F1D,Dutch
7,6973,13,1-27,shore,,,13,13,72212319448599484,0.75,1.0,1.0,2. probably borrowed,unanalyzable,1300 [13],Dutch or Middle Low German contact [13],1300,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,,shore,immediate,Dutch,schôre,Dutch,,shore / schôre,20,9,#221F1D,Dutch
277,7700,13,9-31,rub,,,13,13,72212320926428548,0.5,1.0,1.0,3. perhaps borrowed,unanalyzable,1377 [13],Middle Low German contact [13],1377,,,,,,Replacement,,,,,,,,,"Old English used unrelated verb gnâīdan; it is possible that a form of “rub” occurred in Old English and missed being recorded, in which case it is not a loan.",,,,Present in pre-contact environment,,,rub,immediate,Dutch,rubben,Dutch,,rub / rubben,20,10,#221F1D,Dutch
15,6984,13,1-342,reef,,,13,13,72212319309497967,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1390 [13],Dutch or Middle Low German contact [13],1390,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,,reef,immediate,Dutch,riffe,Dutch,,reef / riffe,20,11,#221F1D,Dutch
577,8420,13,23-22,pill,,,13,13,72212320314239971,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1400 [13],Dutch contact [13],before 1400,,,,,,Insertion,,,,,,,,,A more direct historical route via French is also possible.,,,,Present only since contact,,694.0,pill,immediate,Dutch,pille,Dutch,,pill / pille,20,12,#221F1D,Dutch
463,8228,13,18-16,mumble,,,13,13,72212320384444705,0.5,1.0,1.0,3. perhaps borrowed,unanalyzable,c. 1325 [13],Dutch or Middle Low German contact [13],c. 1325,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,602.0,mumble,immediate,Dutch,mummelen,Dutch,,mumble / mummelen,20,13,#221F1D,Dutch
1,6963,13,1-214,mud,,,13,13,72212319296371268,0.5,1.0,1.0,3. perhaps borrowed,unanalyzable,1400 [13],Dutch or Middle Low German contact [13],1400,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,599.0,mud,immediate,Dutch,modde,Dutch,,mud / modde,20,14,#221F1D,Dutch
